movieId,tagId,relevance
4,1035,0.56825
4,1062,0.70225
4,1070,0.3595
4,1101,0.31475
4,1116,0.97675
5,103,0.30325
5,121,0.31775
5,132,0.415
5,138,0.38925
5,157,0.31225
5,188,0.5545
5,195,0.568
5,203,0.39025
5,204,0.37425
5,230,0.91375
5,264,0.515
5,277,0.50725
5,278,0.4755
5,279,0.51125
5,299,0.71375
5,302,0.31675
5,313,0.4405
5,314,0.362
5,323,0.30275
5,324,0.30125
5,334,0.42475
5,355,0.3935
5,374,0.82275
5,376,0.33
5,377,0.30575
5,383,0.96025
5,387,0.63775
5,388,0.73225
5,396,0.32825
5,414,0.45925
5,415,0.65225
5,417,0.74175
5,439,0.5825
5,445,0.573
5,450,0.31875
5,451,0.96575
5,455,0.50725
5,464,0.6255
5,468,0.38525
5,469,0.43675
5,490,0.40175
5,497,0.59725
5,505,0.36425
5,524,0.4
5,603,0.406
5,609,0.32625
5,629,0.49475
5,646,0.51175
5,694,0.47925
5,726,0.41275
5,742,0.70375
5,768,0.78925
5,777,0.43675
5,807,0.59575
5,808,0.91125
5,849,0.678
5,864,0.4915
5,865,0.40775
5,867,0.38225
5,900,0.63175
5,901,0.937
5,902,0.93925
5,919,0.3575
5,920,0.3575
5,922,0.54925
5,926,0.44825
5,967,0.3675
5,971,0.4145
5,992,0.345
5,1003,0.55525
5,1004,0.404
5,1026,0.4285
5,1033,0.6565
5,1035,0.62025
5,1040,0.43875
5,1057,0.3555
5,1071,0.51525
5,1102,0.80675
5,1116,0.489
6,19,0.92475
6,20,0.602
6,21,0.33625
6,46,0.33975
6,54,0.54725
6,67,0.34525
6,75,0.30525
6,82,0.46575
6,86,0.5615
6,94,0.67775
6,99,0.35475
6,105,0.95575
6,128,0.6545
6,143,0.64725
6,146,0.4085
6,162,0.3975
6,168,0.357
6,169,0.6655
6,175,0.32125
6,181,0.649
6,183,0.42725
6,188,0.414
6,189,0.356
6,192,0.4905
6,194,0.61625
6,195,0.75275
6,212,0.5525
6,216,0.3695
6,220,0.5765
6,240,0.889
6,241,0.9045
6,242,0.543
6,243,0.3995
6,249,0.304
6,255,0.65325
6,258,0.706
6,268,0.9805
6,269,0.645
6,270,0.465
6,275,0.305
6,277,0.44325
6,288,0.60125
6,289,0.3075
6,299,0.4665
6,300,0.633
6,302,0.844
6,319,0.362
6,323,0.82225
6,324,0.63625
6,328,0.50025
6,335,0.40675
6,338,0.3215
6,348,0.34625
6,351,0.44925
6,353,0.37325
6,354,0.8285
6,355,0.345
6,356,0.5675
6,359,0.323
6,364,0.58525
6,365,0.879
6,366,0.663
6,367,0.4275
6,368,0.351
6,382,0.703
6,389,0.55975
6,401,0.6895
6,403,0.47925
6,422,0.52525
6,423,0.81275
6,424,0.8205
6,443,0.48025
6,445,0.559
6,446,0.6365
6,447,0.73225
6,448,0.5445
6,449,0.3005
6,452,0.82675
6,458,0.32975
6,463,0.6995
6,464,0.756
6,465,0.95575
6,467,0.645
6,468,0.8435
6,469,0.84025
6,470,0.36875
6,471,0.40925
6,472,0.55875
6,473,0.4335
6,474,0.34525
6,475,0.62125
6,478,0.30225
6,481,0.963
6,482,0.83475
6,493,0.62225
6,498,0.966
6,504,0.67875
6,510,0.409
6,512,0.54875
6,519,0.56875
6,536,0.9275
6,540,0.31275
6,551,0.3635
6,553,0.8595
6,554,0.64275
6,557,0.35875
6,558,0.30575
6,585,0.61825
6,602,0.52425
6,609,0.397
6,610,0.60025
6,611,0.81575
6,612,0.90425
6,622,0.3685
6,634,0.78575
6,640,0.40925
6,641,0.4285
6,646,0.76225
6,658,0.64075
6,668,0.65425
6,675,0.37
6,679,0.59725
6,682,0.40375
6,691,0.449
6,710,0.4495
6,733,0.57025
6,741,0.75675
6,742,0.777
6,743,0.39825
6,745,0.43575
6,750,0.70325
6,758,0.466
6,759,0.3075
6,760,0.422
6,761,0.332
6,771,0.42675
6,777,0.40425
6,787,0.68125
6,789,0.375
6,795,0.699
6,796,0.5955
6,797,0.5825
6,801,0.38425
6,806,0.47025
6,830,0.5185
6,840,0.72825
6,841,0.89175
6,844,0.5485
6,845,0.4325
6,846,0.81925
6,850,0.61
6,857,0.52375
6,867,0.4975
6,870,0.431
6,930,0.3895
6,936,0.48575
6,937,0.5005
6,971,0.46025
6,972,0.7445
6,981,0.7735
6,982,0.404
6,992,0.47625
6,997,0.666
6,999,0.76225
6,1000,0.47425
6,1008,0.5905
6,1020,0.82225
6,1025,0.6935
6,1032,0.4965
6,1051,0.555
6,1052,0.4605
6,1054,0.5065
6,1055,0.41175
6,1064,0.54125
6,1070,0.70075
6,1072,0.40575
6,1084,0.72525
6,1085,0.85775
6,1089,0.84025
6,1090,0.3535
6,1091,0.329
6,1092,0.405
6,1101,0.679
6,1114,0.4075
7,21,0.378
7,109,0.8355
7,121,0.66625
7,128,0.51225
7,188,0.5365
7,195,0.45725
7,201,0.836
7,215,0.41475
7,259,0.31125
7,277,0.4585
7,278,0.39975
7,279,0.35475
7,299,0.845
7,302,0.5075
7,314,0.30775
7,323,0.367
7,334,0.574
7,371,0.36825
7,372,0.38325
7,374,0.48
7,381,0.43775
7,387,0.476
7,388,0.52025
7,415,0.3835
7,439,0.71525
7,445,0.62925
7,450,0.8495
7,464,0.51175
7,465,0.37725
7,468,0.39075
7,469,0.35625
7,472,0.34675
7,490,0.723
7,497,0.3335
7,568,0.45825
7,602,0.31275
7,603,0.4785
7,610,0.39725
7,613,0.53375
7,614,0.8335
7,629,0.39175
7,646,0.57225
7,726,0.3015
7,742,0.80375
7,743,0.4045
7,769,0.9075
7,771,0.35625
7,774,0.3115
7,777,0.45625
7,807,0.417
7,846,0.67625
7,849,0.97825
7,863,0.9195
7,864,0.9705
7,865,0.9595
7,867,0.3475
7,900,0.47225
7,901,0.30025
7,911,0.40175
7,913,0.36075
7,915,0.338
7,961,0.37625
7,971,0.402
7,992,0.38575
7,1003,0.66125
7,1040,0.51675
7,1057,0.36875
7,1102,0.35525
7,1108,0.445
7,1110,0.41125
7,1116,0.44475
8,19,0.49425
8,20,0.541
8,21,0.51375
8,22,0.78525
8,27,0.371
8,29,0.96325
8,107,0.9295
8,113,0.69125
8,128,0.41025
8,188,0.3975
8,195,0.32575
8,203,0.83875
8,204,0.64225
8,277,0.3485
8,292,0.37525
8,309,0.3155
8,323,0.70025
8,367,0.31925
8,374,0.66075
8,378,0.365
8,396,0.301
8,412,0.7895
8,439,0.65275
8,445,0.445
8,447,0.408
8,452,0.3
8,464,0.3975
8,468,0.3435
8,497,0.34075
8,529,0.35875
8,538,0.385
8,543,0.36275
8,589,0.58975
8,602,0.3615
8,603,0.3525
8,609,0.3125
8,646,0.4965
8,682,0.62875
8,717,0.45325
8,719,0.3275
8,742,0.6185
8,763,0.3185
8,776,0.68425
8,777,0.341
8,807,0.32425
8,850,0.4095
8,867,0.5765
8,897,0.30325
8,900,0.3415
8,931,0.4855
8,933,0.31525
8,971,0.521
8,972,0.314
8,1043,0.44175
8,1062,0.86425
8,1116,0.37825
9,19,0.9745
9,20,0.9375
9,73,0.389
9,100,0.314
9,112,0.516
9,129,0.35675
9,132,0.64625
9,150,0.36825
9,183,0.40675
9,188,0.38175
9,195,0.72525
9,221,0.56025
9,255,0.334
9,302,0.39625
9,355,0.4015
9,367,0.37775
9,369,0.7755
9,382,0.4205
9,389,0.90275
9,390,0.55425
9,396,0.3275
9,415,0.31975
9,447,0.971
9,464,0.3455
9,468,0.333
9,525,0.59225
9,602,0.31425
9,609,0.9655
9,631,0.4635
9,646,0.438
9,719,0.3265
9,742,0.59425
9,807,0.5045
9,811,0.50325
9,841,0.3125
9,867,0.3155
9,896,0.7895
9,922,0.739
9,933,0.34675
9,999,0.31925
9,1025,0.38325
9,1070,0.5755
9,1074,0.4675
9,1075,0.95625
9,1101,0.46925
10,1,0.99975
10,2,0.99975
10,19,0.966
10,20,0.605
10,29,0.82725
10,49,0.35175
10,73,0.4515
10,81,0.89325
10,82,0.39275
10,94,0.59625
10,128,0.6215
10,132,0.59625
10,151,0.99925
10,169,0.3255
10,183,0.5055
10,188,0.60575
10,195,0.94425
10,216,0.44825
10,226,0.75925
10,246,0.35975
10,251,0.51875
10,255,0.565
10,266,0.31875
10,277,0.347
10,292,0.3385
10,299,0.42125
10,302,0.4515
10,355,0.42375
10,361,0.97925
10,364,0.407
10,365,0.389
10,367,0.62975
10,375,0.465
10,378,0.314
10,382,0.35725
10,389,0.3985
10,396,0.48925
10,406,0.985
10,415,0.58725
10,445,0.7385
10,446,0.37525
10,447,0.821
10,454,0.31525
10,455,0.435
10,464,0.588
10,468,0.47675
10,469,0.47
10,481,0.309
10,553,0.302
10,568,0.3185
10,573,0.858
10,603,0.30975
10,608,0.3185
10,609,0.31175
10,640,0.33075
10,646,0.5435
10,672,0.377
10,682,0.3285
10,694,0.3445
10,719,0.34125
10,731,0.31925
10,742,0.63975
10,743,0.38725
10,777,0.521
10,787,0.511
10,807,0.3955
10,816,0.613
10,850,0.42125
10,867,0.60125
10,868,0.5065
10,869,0.58525
10,881,0.33525
10,886,0.36175
10,896,0.96675
10,897,0.78475
10,901,0.3355
10,904,0.75825
10,911,0.46625
10,919,0.413
10,920,0.40925
10,942,0.35525
10,951,0.53075
10,955,0.91975
10,960,0.8465
10,961,0.925
10,971,0.4325
10,972,0.31575
10,999,0.431
10,1012,0.516
10,1020,0.399
10,1025,0.3845
10,1057,0.32725
10,1070,0.6255
10,1072,0.40825
10,1084,0.3815
10,1101,0.6905
10,1119,0.4675
11,37,0.3315
11,51,0.3095
11,53,0.3425
11,121,0.527
11,128,0.4325
11,160,0.57675
11,182,0.35925
11,188,0.588
11,195,0.58725
11,201,0.8275
11,220,0.3775
11,230,0.502
11,251,0.75125
11,252,0.468
11,258,0.592
11,260,0.44125
11,277,0.6945
11,278,0.60775
11,279,0.3795
11,299,0.62325
11,302,0.49425
11,313,0.30525
11,323,0.9105
11,324,0.5405
11,338,0.33425
11,355,0.46725
11,358,0.38925
11,364,0.51075
11,365,0.51525
11,370,0.41025
11,374,0.42775
11,387,0.72075
11,388,0.829
11,408,0.4125
11,414,0.3835
11,415,0.589
11,439,0.83825
11,441,0.3755
11,445,0.77475
11,446,0.49375
11,447,0.33275
11,448,0.3575
11,450,0.66625
11,464,0.70625
11,465,0.3615
11,468,0.42325
11,469,0.6065
11,472,0.539
11,490,0.50525
11,497,0.58375
11,519,0.527
11,531,0.7915
11,554,0.54025
11,585,0.3105
11,597,0.3585
11,603,0.6895
11,609,0.38075
11,613,0.476
11,614,0.93225
11,627,0.617
11,646,0.649
11,717,0.3325
11,719,0.31925
11,742,0.62925
11,745,0.38425
11,746,0.36025
11,747,0.355
11,750,0.3195
11,759,0.42625
11,761,0.5135
11,771,0.45625
11,777,0.628
11,787,0.31575
11,798,0.9885
11,799,0.43675
11,800,0.99325
11,807,0.398
11,811,0.9975
11,818,0.49625
11,846,0.44825
11,863,0.918
11,864,0.924
11,865,0.94525
11,867,0.40375
11,870,0.36575
11,875,0.44725
11,896,0.68125
11,897,0.37925
11,900,0.41475
11,922,0.9035
11,967,0.4735
11,971,0.492
11,992,0.302
11,999,0.4445
11,1003,0.6715
11,1020,0.40525
11,1025,0.36275
11,1035,0.40875
11,1053,0.33825
11,1057,0.333
11,1072,0.318
11,1073,0.5045
11,1101,0.307
11,1114,0.42075
11,1116,0.559
11,1119,0.9825
12,18,0.3305
12,21,0.39675
12,155,0.359
12,188,0.38725
12,230,0.889
12,302,0.38875
12,333,0.30675
12,378,0.38075
12,379,0.5785
12,396,0.30875
12,416,0.60625
12,417,0.58675
12,418,0.5095
12,445,0.317
12,455,0.8
12,460,0.34775
12,464,0.364
12,468,0.3845
12,505,0.67075
12,522,0.318
12,529,0.56525
12,602,0.326
12,613,0.308
12,620,0.3975
12,645,0.343
12,646,0.4665
12,710,0.35425
12,742,0.7125
12,763,0.3225
12,770,0.989
12,792,0.3025
12,807,0.383
12,828,0.40725
12,893,0.67925
12,919,0.6835
12,920,0.7995
12,926,0.61225
12,933,0.56325
12,958,0.99675
12,978,0.39075
12,979,0.3425
12,980,0.37425
12,1057,0.36275
12,1067,0.686
12,1071,0.64025
13,29,0.47475
13,40,0.7435
13,61,0.7385
13,62,0.9115
13,63,0.97725
13,64,0.97925
13,110,0.325
13,115,0.6385
13,121,0.32175
13,186,0.9375
13,188,0.43175
13,203,0.4625
13,204,0.48175
13,244,0.865
13,277,0.32375
13,278,0.535
13,279,0.47425
13,302,0.30825
13,309,0.7575
13,310,0.81925
13,316,0.97175
13,317,0.963
13,324,0.3015
13,364,0.34975
13,374,0.622
13,414,0.319
13,445,0.6385
13,464,0.62925
13,468,0.324
13,469,0.304
13,472,0.31525
13,490,0.39375
13,497,0.46075
13,588,0.328
13,589,0.95275
13,646,0.42
13,742,0.6425
13,844,0.37925
13,967,0.39975
13,971,0.518
13,1003,0.3855
13,1007,0.98625
13,1047,0.57175
13,1053,0.366
14,7,0.31175
14,18,0.3335
14,21,0.36525
14,30,0.37575
14,81,0.482
14,82,0.73325
14,110,0.7375
14,113,0.3015
14,115,0.567
14,128,0.4185
14,133,0.986
14,134,0.92325
14,135,0.95625
14,169,0.4685
14,175,0.64225
14,188,0.42125
14,192,0.324
14,194,0.55175
14,203,0.40175
14,212,0.34975
14,220,0.3205
14,226,0.3005
14,238,0.43475
14,240,0.75825
14,251,0.82775
14,252,0.676
14,253,0.56425
14,258,0.843
14,260,0.30975
14,277,0.39
14,292,0.38775
14,294,0.3115
14,297,0.32725
14,299,0.36025
14,302,0.43075
14,323,0.78625
14,324,0.735
14,328,0.55975
14,351,0.4565
14,364,0.394
14,370,0.8655
14,396,0.30775
14,408,0.4485
14,424,0.3125
14,445,0.528
14,452,0.462
14,464,0.59725
14,465,0.60025
14,468,0.50125
14,469,0.63275
14,472,0.74325
14,478,0.36475
14,493,0.332
14,508,0.79
14,509,0.72925
14,519,0.37375
14,527,0.3925
14,531,0.56575
14,547,0.32575
14,551,0.33225
14,553,0.61725
14,554,0.596
14,557,0.46
14,558,0.32825
14,585,0.4135
14,601,0.3745
14,603,0.31625
14,627,0.53075
14,634,0.33075
14,640,0.46775
14,646,0.471
14,668,0.3135
14,691,0.43875
14,719,0.33275
14,733,0.528
14,737,0.58475
14,742,0.73275
14,745,0.3925
14,746,0.57675
14,747,0.41875
14,750,0.45525
14,759,0.35125
14,766,0.74825
14,767,0.59475
14,777,0.32475
14,797,0.313
14,798,0.91475
14,799,0.309
14,800,0.96675
14,801,0.453
14,811,0.9875
14,833,0.872
14,836,0.311
14,844,0.42775
14,845,0.304
14,851,0.30775
14,867,0.37375
14,870,0.3485
14,897,0.34725
14,936,0.37375
14,971,0.36225
14,972,0.46
14,992,0.409
14,995,0.33125
14,999,0.3005
14,1008,0.35875
14,1023,0.328
14,1037,0.53725
14,1040,0.3105
14,1045,0.69775
14,1047,0.737
14,1051,0.30125
14,1054,0.4385
14,1065,0.68075
14,1072,0.30575
14,1073,0.61225
14,1090,0.35975
14,1104,0.362
14,1119,0.97875
15,3,0.3935
15,19,0.982
15,20,0.802
15,29,0.98075
15,96,0.37725
15,98,0.42575
15,100,0.44
15,112,0.3685
15,128,0.56725
15,129,0.38025
15,132,0.9165
15,169,0.33625
15,188,0.481
15,195,0.68225
15,299,0.51125
15,302,0.42875
15,355,0.37325
15,367,0.47875
15,369,0.41675
15,374,0.415
15,377,0.32825
15,378,0.363
15,382,0.53225
15,389,0.702
15,390,0.428
15,396,0.36575
15,406,0.3
15,414,0.588
15,415,0.758
15,445,0.4105
15,447,0.87975
15,452,0.425
15,464,0.47575
15,468,0.47325
15,490,0.321
15,521,0.33325
15,568,0.6005
15,584,0.59425
15,602,0.3555
15,609,0.527
15,646,0.4145
15,694,0.3695
15,719,0.3405
15,731,0.32525
15,742,0.642
15,763,0.3035
15,784,0.99025
15,807,0.49325
15,863,0.3685
15,886,0.32475
15,933,0.543
15,951,0.469
15,971,0.31275
15,1001,0.9875
15,1005,0.9645
15,1006,0.909
15,1040,0.36025
15,1043,0.97775
15,1044,0.9995
15,1070,0.348
15,1091,0.597
16,8,0.634
16,21,0.512
16,22,0.35925
16,25,0.31175
16,67,0.6195
16,86,0.48425
16,94,0.76625
16,107,0.72025
16,110,0.338
16,113,0.49775
16,115,0.497
16,128,0.79225
16,141,0.32475
16,145,0.432
16,146,0.86075
16,168,0.7205
16,169,0.87525
16,173,0.50075
16,181,0.4195
16,187,0.9895
16,188,0.39875
16,192,0.59775
16,194,0.561
16,195,0.33575
16,196,0.493
16,212,0.554
16,215,0.45825
16,216,0.41925
16,220,0.61975
16,240,0.846
16,241,0.529
16,242,0.5495
16,243,0.35575
16,247,0.67225
16,255,0.6725
16,258,0.90675
16,268,0.859
16,269,0.86475
16,270,0.47925
16,275,0.61175
16,276,0.57625
16,277,0.30975
16,285,0.51475
16,286,0.30525
16,288,0.68025
16,289,0.6495
16,299,0.30275
16,302,0.787
16,303,0.36275
16,312,0.38575
16,323,0.6795
16,324,0.55775
16,328,0.47575
16,330,0.388
16,331,0.50825
16,351,0.374
16,354,0.4925
16,355,0.654
16,356,0.56875
16,364,0.53475
16,365,0.891
16,366,0.6035
16,368,0.31175
16,382,0.795
16,401,0.33125
16,403,0.8005
16,415,0.3465
16,421,0.6655
16,422,0.5335
16,423,0.996
16,424,0.9945
16,443,0.4415
16,445,0.675
16,446,0.6275
16,448,0.5145
16,449,0.47525
16,452,0.806
16,458,0.59625
16,463,0.812
16,464,0.7745
16,465,0.92625
16,467,0.69575
16,468,0.68725
16,469,0.89975
16,470,0.3905
16,471,0.55825
16,472,0.942
16,473,0.44975
16,474,0.40225
16,475,0.6145
16,481,0.58275
16,482,0.465
16,493,0.41225
16,498,0.51325
16,504,0.7065
16,510,0.613
16,512,0.69775
16,519,0.422
16,526,0.368
16,536,0.931
16,547,0.35375
16,550,0.3555
16,551,0.43325
16,553,0.75275
16,554,0.726
16,564,0.31
16,585,0.41475
16,595,0.9785
16,602,0.48525
16,610,0.3115
16,611,0.3365
16,613,0.30425
16,622,0.99825
16,634,0.924
16,640,0.35475
16,645,0.345
16,646,0.76425
16,658,0.99625
16,661,0.44325
16,668,0.62225
16,675,0.3555
16,679,0.33325
16,682,0.3905
16,691,0.9645
16,700,0.62275
16,702,0.3315
16,715,0.37025
16,719,0.334
16,725,0.34625
16,727,0.3
16,729,0.4025
16,730,0.67425
16,733,0.48525
16,741,0.9995
16,742,0.82175
16,743,0.40125
16,745,0.586
16,746,0.377
16,747,0.6045
16,750,0.71775
16,756,0.5555
16,758,0.945
16,759,0.46025
16,760,0.55125
16,761,0.422
16,762,0.30475
16,767,0.3905
16,787,0.56875
16,789,0.42425
16,793,0.372
16,796,0.3635
16,801,0.417
16,806,0.77775
16,817,0.31175
16,823,0.40125
16,824,0.33575
16,825,0.662
16,830,0.6165
16,837,0.5575
16,840,0.56575
16,844,0.65275
16,846,0.39675
16,867,0.41425
16,910,0.46925
16,911,0.392
16,936,0.52325
16,956,0.46575
16,971,0.509
16,972,0.78275
16,981,0.954
16,982,0.7345
16,992,0.423
16,999,0.534
16,1008,0.6695
16,1020,0.42575
16,1025,0.359
16,1040,0.3085
16,1049,0.42225
16,1051,0.697
16,1052,0.40975
16,1054,0.63175
16,1061,0.3435
16,1062,0.358
16,1064,0.5465
16,1070,0.511
16,1071,0.31775
16,1072,0.57725
16,1073,0.55925
16,1084,0.967
16,1085,0.9795
16,1089,0.78975
16,1090,0.40925
16,1091,0.329
16,1114,0.4185
17,3,0.98
17,10,0.92625
17,21,0.8415
17,22,0.973
17,28,0.3005
17,30,0.76
17,86,0.35475
17,107,0.87725
17,109,0.39275
17,113,0.77475
17,120,0.478
17,121,0.85675
17,122,0.81475
17,128,0.49425
17,152,0.33825
17,153,0.45775
17,154,0.51375
17,162,0.49275
17,164,0.86725
17,165,0.30225
17,188,0.448
17,201,0.8035
17,203,0.30225
17,212,0.648
17,215,0.7175
17,220,0.3915
17,259,0.9675
17,277,0.4895
17,299,0.3275
17,302,0.438
17,323,0.5365
17,324,0.45625
17,338,0.446
17,348,0.62225
17,350,0.87825
17,356,0.3385
17,364,0.765
17,365,0.3745
17,366,0.518
17,374,0.32025
17,387,0.348
17,388,0.35075
17,439,0.518
17,445,0.5545
17,446,0.41075
17,452,0.3865
17,464,0.544
17,465,0.53325
17,468,0.4865
17,469,0.41975
17,472,0.368
17,490,0.60625
17,496,0.594
17,497,0.75
17,508,0.53225
17,531,0.59675
17,536,0.32325
17,554,0.39775
17,557,0.5265
17,574,0.9345
17,585,0.37075
17,602,0.33925
17,603,0.39525
17,605,0.44125
17,606,0.91825
17,608,0.78975
17,613,0.67525
17,614,0.692
17,629,0.364
17,640,0.33325
17,641,0.48025
17,646,0.39425
17,717,0.345
